N,P,K,temperature,humidity,ph,rainfall,label
91.6,28.19,29.37,26.21,56.07,6.58,134.96,coffee
111.47,20.73,37.47,25.28,60.06,6.91,152.52,coffee
99.68,21.2,29.98,27.17,57.29,6.9,145.56,coffee
101.28,30.94,32.8,23.77,52.54,6.94,150.77,coffee
87.45,25.72,26.98,25.1,60.64,6.89,154.93,coffee
110.15,29.75,32.01,25.14,53.32,6.62,168.08,coffee
106.65,28.46,31.1,23.27,57.79,6.72,152.29,coffee
106.01,27.33,29.77,24.74,56.33,7.08,146.47,coffee
93.68,27.61,27.99,21.77,61.27,7.12,153.08,coffee
94.04,24.54,27.45,28.94,53.47,6.46,147.23,coffee
103.01,27.94,31.13,23.81,59.26,6.34,144.92,coffee
94.75,25.66,32.52,28.36,54.34,6.58,135.42,coffee
104.91,26.51,29.49,25.57,55.66,7.11,158.97,coffee
81.55,26.71,31.15,26.52,43.16,7.16,150.04,coffee
96.61,27.09,29.85,24.62,66.07,6.52,171.53,coffee
117.17,31.69,30.39,25.87,59.9,6.89,137.74,coffee
104.96,27.48,29.2,26.67,54.63,7.35,150.41,coffee
102.5,32.09,30.07,26.7,53.2,6.92,183.38,coffee
118.87,34.15,40.79,26.89,55.72,7.23,144.85,coffee
79.98,31.42,31.25,24.84,60.57,7.1,154.69,coffee
93.66,30.14,32.58,24.64,50.13,6.53,140.98,coffee
97.39,29.31,31.75,22.63,57.13,6.74,139.12,coffee
108.73,31.46,28.95,26.44,64.78,6.81,179.66,coffee
108.88,28.36,35.18,27.45,53.16,6.83,160.39,coffee
93.21,31.94,28.84,28.41,58.02,7.07,159.87,coffee
109.98,30.46,34.22,26.05,66.51,6.92,134.25,coffee
97.37,26.56,28.66,24.12,60.23,5.92,163.02,coffee
111.9,31.58,26.16,22.45,58.2,6.41,174.2,coffee
91.71,28.37,31.46,27.38,59.73,6.14,174.09,coffee
99.89,27.58,25.58,22.27,56.1,6.85,167.36,coffee
96.59,26.1,32.14,24.89,62.9,6.87,142.19,coffee
110.5,28.66,25.22,25.1,56.1,6.88,162.38,coffee
96.29,31.99,28.72,25.37,49.86,6.51,167.35,coffee
100.62,31.56,24.27,25.56,56.13,7.0,132.88,coffee
105.56,29.41,41.3,25.75,53.83,7.01,142.3,coffee
105.91,30.4,23.38,21.15,56.58,6.42,170.43,coffee
108.98,33.09,30.04,25.53,56.66,6.36,170.26,coffee
102.9,27.4,34.57,21.49,62.49,6.8,136.32,coffee
97.24,23.54,34.15,26.82,60.48,7.34,169.13,coffee
97.85,33.2,33.41,24.5,58.75,7.31,159.33,coffee
101.23,25.88,28.73,21.62,57.69,6.97,168.93,coffee
103.25,25.24,35.4,24.03,53.46,6.58,149.12,coffee
99.68,20.82,33.65,24.47,48.98,7.07,167.03,coffee
101.17,30.29,30.85,27.64,58.15,6.66,169.81,coffee
87.34,21.51,30.96,25.85,60.88,6.57,153.08,coffee
107.01,25.0,28.78,26.12,57.27,6.16,158.25,coffee
102.63,30.35,26.36,27.63,55.56,6.83,148.92,coffee
110.02,30.89,34.95,25.33,59.56,6.61,181.12,coffee
101.0,25.39,35.25,26.86,57.37,6.83,156.32,coffee
85.35,27.46,26.46,26.73,64.44,6.11,145.09,coffee
97.77,24.51,29.38,23.18,62.63,6.85,147.98,coffee
